,id,price,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color,state,lat,long,posting_date,reused_desc
60,7315366883,19788,2014,audi,unlisted,6,gas,97185.0,automatic,unlisted,unlisted,SUV,white,fl,28.0772,-82.4455,2021-05-01T13:01:54-0400,False
61,7312773477,13488,2014,buick,like new,4,gas,89101.0,automatic,4wd,compact,SUV,grey,vt,44.1945,-72.4936,2021-04-26T10:18:15-0400,False
62,7316882581,3500,2007,volkswagen,excellent,4,gas,173900.0,manual,fwd,unlisted,unlisted,grey,ma,42.472883,-73.164284,2021-05-04T15:19:05-0400,True
63,7316291552,13888,2012,toyota,excellent,6,gas,99862.0,automatic,fwd,unlisted,sedan,silver,ca,37.323637,-121.908626,2021-05-03T10:21:36-0700,True
64,7316444175,0,2011,chrysler,unlisted,6,other,87000.0,automatic,fwd,unlisted,sedan,silver,ca,33.680076,-117.921415,2021-05-03T14:30:29-0700,False
65,7308045067,13995,2016,chrysler,excellent,6,gas,94127.0,automatic,fwd,unlisted,mini-van,silver,or,45.48814,-122.579537,2021-04-16T17:45:17-0700,True
66,7316889794,225995,2016,porsche,unlisted,6,gas,159.0,other,rwd,unlisted,coupe,purple,hi,21.297002,-157.860961,2021-05-04T09:31:19-1000,False
67,7316926148,46495,2015,gmc,unlisted,8,diesel,142900.0,automatic,4wd,unlisted,truck,silver,or,45.509778,-122.967379,2021-05-04T13:33:35-0700,False
68,7301619870,41990,2020,dodge,good,8,gas,1707.0,other,rwd,unlisted,coupe,unlisted,ca,35.38,-119.02,2021-04-04T06:13:25-0700,False
69,7314700230,2300,2005,honda,salvage,6,gas,241892.0,automatic,unlisted,full-size,sedan,blue,tx,30.6582,-96.3351,2021-04-30T02:27:42-0500,False
70,7313203199,58000,2017,ram,like new,6,diesel,49500.0,automatic,4wd,full-size,pickup,red,wa,46.156,-119.264,2021-04-26T22:15:38-0700,False
71,7303071366,39990,2019,gmc,good,8,gas,7256.0,other,unlisted,unlisted,pickup,black,ny,43.04,-76.14,2021-04-07T09:51:40-0400,False
72,7302628762,42990,2019,kia,good,6,gas,8270.0,other,unlisted,unlisted,sedan,black,sc,34.83,-82.37,2021-04-06T12:01:12-0400,False
73,7314537848,39990,2018,audi,good,6,other,33824.0,other,unlisted,unlisted,sedan,black,in,39.77,-86.14,2021-04-29T17:31:47-0400,False
74,7315385612,11950,2014,toyota,excellent,6,gas,83235.0,automatic,fwd,unlisted,mini-van,white,il,41.924257,-87.771173,2021-05-01T12:31:47-0500,False
75,7316301342,13460,2014,gmc,unlisted,6,gas,107328.0,automatic,fwd,unlisted,SUV,silver,ca,36.211906,-119.314975,2021-05-03T10:36:16-0700,False
76,7316967268,0,2006,ram,unlisted,6,diesel,84891.0,manual,4wd,unlisted,truck,unlisted,or,45.385979,-122.608301,2021-05-04T14:50:44-0700,False
77,7313577175,9750,2014,ford,excellent,8,other,97000.0,automatic,rwd,full-size,other,blue,ca,34.141,-117.6581,2021-04-27T15:17:39-0700,False
78,7314568149,8997,2016,nissan,excellent,4,gas,61640.0,automatic,fwd,unlisted,hatchback,blue,ok,36.062162,-95.797464,2021-04-29T17:35:17-0500,False
79,7312736919,100,2017,subaru,like new,4,gas,66341.0,automatic,4wd,mid-size,sedan,silver,pa,40.697403,-75.226393,2021-04-26T09:04:59-0400,True
80,7307225750,35990,2018,ram,good,8,gas,21885.0,other,4wd,unlisted,pickup,white,wi,43.7,-87.74,2021-04-15T11:10:52-0500,False
81,7313398815,1,2015,chevrolet,excellent,6,gas,99284.0,automatic,4wd,full-size,truck,white,fl,28.466088,-81.396429,2021-04-27T13:07:52-0400,False
82,7315911399,7500,2006,toyota,good,6,gas,279000.0,automatic,unlisted,unlisted,unlisted,white,tx,31.5527,-97.1588,2021-05-02T15:25:02-0500,False
83,7316810067,0,2006,ford,unlisted,8,gas,289162.0,automatic,4wd,unlisted,truck,unlisted,or,45.407237,-122.625196,2021-05-04T10:23:57-0700,False
84,7307600103,11495,2015,toyota,unlisted,4,gas,88312.0,automatic,fwd,mid-size,sedan,blue,md,39.492412,-76.674443,2021-04-16T06:01:57-0400,False
85,7307947692,14995,2008,mercedes-benz,excellent,8,gas,115671.0,automatic,4wd,unlisted,sedan,blue,oh,40.064137,-82.998073,2021-04-16T17:15:27-0400,False
86,7313358994,39995,2018,toyota,unlisted,8,gas,54644.0,automatic,4wd,unlisted,truck,unlisted,fl,28.763821,-81.282651,2021-04-27T12:06:29-0400,False
87,7313337655,0,2018,gmc,excellent,6,gas,26244.0,automatic,4wd,mid-size,truck,white,ar,34.90067,-95.75197,2021-04-27T10:32:16-0500,False
88,7308039924,5900,2001,jeep,excellent,6,gas,107346.0,automatic,4wd,unlisted,SUV,green,pa,40.137859,-74.820807,2021-04-16T20:31:51-0400,False
89,7310424777,0,2008,subaru,excellent,4,gas,116181.0,manual,4wd,compact,sedan,black,oh,39.28685,-84.46832,2021-04-21T13:34:31-0400,False
90,7313414887,15950,2013,ford,excellent,6,gas,184743.0,automatic,4wd,full-size,truck,red,il,38.4456,-91.0206,2021-04-27T12:32:48-0500,False
91,7315095020,7995,2010,subaru,good,4,gas,84834.0,automatic,4wd,unlisted,unlisted,orange,ca,39.52095,-119.786556,2021-04-30T16:34:01-0700,False
92,7315632743,7000,2008,honda,excellent,6,gas,198800.0,automatic,fwd,unlisted,sedan,silver,ak,61.153921,-149.929047,2021-05-01T19:18:11-0800,False
93,7308471782,4471,2009,mercury,excellent,6,gas,125427.0,automatic,unlisted,unlisted,other,unlisted,mi,42.568136,-83.813674,2021-04-17T17:03:22-0400,False
94,7313142676,8980,2009,toyota,unlisted,4,gas,140659.0,manual,fwd,unlisted,sedan,white,mt,47.692931,-117.411632,2021-04-26T19:03:51-0600,True
95,7303321769,32990,2018,ford,good,8,gas,20558.0,other,unlisted,unlisted,pickup,unlisted,al,34.57,-86.98,2021-04-07T15:30:51-0500,False
96,7305832256,11999,2011,gmc,unlisted,8,gas,201702.0,automatic,4wd,unlisted,SUV,unlisted,co,40.182151,-105.102373,2021-04-12T14:19:59-0600,False
97,7310112355,15500,2017,toyota,excellent,4,gas,54000.0,automatic,fwd,compact,sedan,white,in,38.2744,-87.7091,2021-04-20T18:48:32-0500,False
98,7311303088,18900,2003,unlisted,good,8,diesel,259000.0,manual,rwd,full-size,truck,white,mn,44.024,-92.7464,2021-04-23T08:46:47-0500,False
99,7310318841,56900,2013,unlisted,excellent,6,diesel,130556.0,automatic,rwd,full-size,truck,red,ri,41.6914,-71.5768,2021-04-21T10:49:03-0400,True
100,7314060280,0,2013,audi,excellent,6,gas,76959.0,automatic,4wd,mid-size,SUV,blue,tx,29.485474,-98.499295,2021-04-28T16:43:42-0500,False
101,7315568386,3600,2004,unlisted,good,4,gas,70000.0,automatic,fwd,mid-size,sedan,white,md,39.1702,-76.5798,2021-05-01T19:31:05-0400,False
102,7316493827,14250,2016,kia,excellent,4,gas,40961.0,automatic,fwd,mid-size,hatchback,grey,ca,37.8601,-122.4946,2021-05-03T16:12:45-0700,False
103,7301718123,72999,2017,gmc,unlisted,8,diesel,43919.0,automatic,4wd,unlisted,truck,white,wa,47.1991,-122.3151,2021-04-04T10:36:24-0700,True
104,7315232251,2800,2003,lincoln,excellent,8,gas,121000.0,automatic,rwd,full-size,sedan,blue,nc,35.481,-78.349,2021-05-01T08:27:30-0400,False
105,7315922264,2800,1996,lincoln,excellent,8,gas,88000.0,automatic,rwd,compact,sedan,white,nj,40.306,-74.06,2021-05-02T16:48:16-0400,False
106,7310878720,37590,2017,infiniti,good,8,gas,60560.0,automatic,4wd,unlisted,other,white,oh,39.09,-84.51,2021-04-22T12:11:01-0400,False
107,7302778337,8499,2007,lexus,like new,6,gas,165000.0,automatic,rwd,full-size,sedan,black,ms,32.4122,-90.1207,2021-04-06T14:53:15-0500,False
108,7303231069,2200,2001,unlisted,unlisted,4,gas,87565.0,manual,fwd,unlisted,sedan,black,pa,40.1083,-76.5103,2021-04-07T14:03:28-0400,True
109,7303638856,35200,2019,ford,excellent,6,gas,31020.0,automatic,rwd,full-size,van,white,tn,36.4641,-86.65828,2021-04-08T11:06:34-0400,False
110,7307214380,14999,2014,ford,unlisted,8,diesel,312826.0,other,4wd,unlisted,truck,white,wi,42.3542,-87.8651,2021-04-15T10:53:41-0500,False
111,7311717096,31987,2015,unlisted,excellent,6,gas,48059.0,automatic,rwd,unlisted,sedan,white,nc,35.582339,-80.86075,2021-04-23T23:12:27-0400,False
112,7310405679,563,2020,infiniti,unlisted,6,other,27784.0,other,unlisted,unlisted,unlisted,blue,or,43.7839,-123.0529,2021-04-21T10:04:53-0700,False
113,7314935654,10950,2016,fiat,like new,4,gas,48901.0,automatic,4wd,mid-size,SUV,white,ca,32.8919,-117.2035,2021-04-30T11:33:58-0700,False
114,7310669731,6700,2006,toyota,excellent,6,hybrid,141110.0,automatic,4wd,unlisted,SUV,white,pa,40.003565,-75.139607,2021-04-21T21:40:49-0400,False
115,7308796764,36590,2019,gmc,good,8,gas,14222.0,other,4wd,unlisted,pickup,blue,tn,35.63,-88.82,2021-04-18T11:50:56-0500,False
116,7316033119,20000,1958,chevrolet,excellent,8,gas,1.0,automatic,unlisted,unlisted,unlisted,unlisted,or,42.161826,-123.646608,2021-05-02T18:34:56-0700,False
117,7315130218,10988,2010,volvo,excellent,6,gas,123000.0,automatic,4wd,unlisted,SUV,unlisted,il,38.615965,-90.311124,2021-04-30T20:11:09-0500,False
118,7313679241,68995,2017,ford,unlisted,8,other,65120.0,automatic,4wd,unlisted,pickup,black,az,33.396353,-111.954863,2021-04-27T19:53:12-0700,True
119,7315244033,7300,2002,chevrolet,good,8,gas,162963.0,automatic,unlisted,unlisted,unlisted,black,ca,34.2846,-119.2222,2021-05-01T06:06:21-0700,False
120,7311298712,31000,2018,mercedes-benz,like new,4,gas,37943.0,automatic,4wd,mid-size,sedan,black,ma,42.209767,-72.630106,2021-04-23T09:38:05-0400,True
121,7315753533,6995,2013,dodge,excellent,4,gas,111837.0,other,unlisted,unlisted,sedan,unlisted,ca,34.200831,-118.571557,2021-05-02T08:15:26-0700,False
122,7316240439,338,2014,chevrolet,unlisted,6,gas,109368.0,automatic,rwd,unlisted,unlisted,unlisted,ca,33.131405,-117.085811,2021-05-03T09:05:13-0700,False
123,7312011687,3500,2000,ford,good,6,gas,1.0,automatic,fwd,mid-size,convertible,red,tx,29.4166,-98.4262,2021-04-24T14:11:30-0500,False
124,7308651337,29990,2019,ram,good,8,gas,5224.0,other,unlisted,unlisted,pickup,white,ca,33.7865,-84.4454,2021-04-18T03:30:33-0700,False
125,7311054367,13650,2006,ford,good,8,diesel,209000.0,automatic,4wd,full-size,truck,black,ks,39.0607,-95.6745,2021-04-22T16:00:30-0500,False
126,7315346092,8975,2007,ford,excellent,6,gas,121000.0,automatic,rwd,mid-size,pickup,white,ca,34.0662,-117.3993,2021-05-01T09:27:34-0700,True
127,7313604650,7975,2013,ford,excellent,4,hybrid,139000.0,automatic,fwd,mid-size,hatchback,blue,ca,34.070612,-117.383384,2021-04-27T16:19:09-0700,True
128,7315869657,4838,2006,jeep,excellent,6,gas,160252.0,automatic,4wd,unlisted,SUV,unlisted,mi,42.568136,-83.813674,2021-05-02T15:03:16-0400,False
129,7315772575,8000,2015,volkswagen,good,4,gas,75000.0,automatic,unlisted,unlisted,unlisted,black,ny,40.5877,-73.6595,2021-05-02T11:55:53-0400,False
130,7315273822,18850,2014,gmc,excellent,8,gas,162000.0,automatic,4wd,full-size,SUV,silver,ia,41.371899,-96.152653,2021-05-01T09:17:27-0500,True
131,7315004436,31990,2016,lexus,good,6,gas,25804.0,other,unlisted,unlisted,sedan,silver,ny,43.16,-77.61,2021-04-30T16:31:04-0400,False
132,7316931240,11999,2014,mazda,like new,4,gas,142000.0,automatic,4wd,unlisted,unlisted,blue,mn,44.0496,-92.4896,2021-05-04T15:42:35-0500,False
133,7314852215,7990,2012,mercedes-benz,excellent,6,gas,92000.0,automatic,rwd,unlisted,sedan,white,fl,25.9894,-80.2153,2021-04-30T12:17:51-0400,True
134,7302680302,9995,2009,mercedes-benz,excellent,6,gas,76000.0,automatic,unlisted,compact,unlisted,white,ny,42.777009,-73.900217,2021-04-06T13:18:40-0400,False
135,7308055983,13999,2010,ford,unlisted,6,gas,105201.0,automatic,4wd,full-size,truck,orange,co,39.63142,-104.987917,2021-04-16T19:16:04-0600,False
136,7310071222,59999,2014,ram,unlisted,6,diesel,75761.0,manual,4wd,unlisted,pickup,unlisted,wa,47.81247,-122.32164,2021-04-20T15:16:18-0700,False
137,7315007693,5000,2006,mercury,good,6,gas,82000.0,automatic,fwd,unlisted,sedan,silver,ma,42.5274,-71.7563,2021-04-30T16:36:36-0400,False
138,7306916513,39990,2013,chevrolet,good,8,gas,119000.0,automatic,rwd,unlisted,unlisted,white,mi,40.468785,-74.281707,2021-04-14T17:48:25-0400,False
139,7308338674,26495,2012,ford,unlisted,6,gas,103458.0,automatic,4wd,unlisted,truck,brown,wa,45.876983,-119.293925,2021-04-17T10:32:11-0700,False
140,7304184047,43990,2019,dodge,good,8,gas,4783.0,other,rwd,unlisted,coupe,blue,oh,41.08,-81.52,2021-04-09T11:51:22-0400,False
141,7312465186,12800,2013,subaru,excellent,6,gas,108225.0,automatic,4wd,unlisted,wagon,blue,fl,27.4978,-82.4101,2021-04-25T15:19:18-0400,False
142,7310119770,6949,2006,acura,excellent,6,gas,162000.0,automatic,4wd,mid-size,SUV,grey,ca,34.245358,-118.421508,2021-04-20T17:06:34-0700,True
143,7315188293,3800,2003,chevrolet,good,8,gas,192000.0,automatic,rwd,full-size,SUV,grey,la,30.2237,-91.7794,2021-05-01T00:42:57-0500,False
144,7303099075,42590,2020,ram,good,8,gas,12450.0,other,4wd,unlisted,pickup,red,ny,42.1,-75.91,2021-04-07T10:41:18-0400,False
145,7304228081,4450,2007,mercedes-benz,excellent,6,gas,130000.0,automatic,unlisted,unlisted,unlisted,unlisted,ny,43.2291,-77.3088,2021-04-09T12:58:16-0400,False
146,7316839153,7300,2007,mercedes-benz,like new,6,gas,138500.0,automatic,unlisted,unlisted,unlisted,grey,ca,38.4689,-121.344,2021-05-04T11:08:43-0700,False
147,7315148783,3000,2004,toyota,good,8,gas,276000.0,automatic,unlisted,unlisted,SUV,grey,ga,33.5849,-84.3247,2021-04-30T22:14:43-0400,False
148,7315247420,9497,2013,volkswagen,unlisted,4,diesel,135503.0,automatic,fwd,unlisted,sedan,red,ks,39.030074,-94.281498,2021-05-01T08:15:56-0500,False
149,7310487756,7800,2013,hyundai,excellent,4,gas,116650.0,automatic,fwd,full-size,sedan,grey,oh,41.166482,-80.663509,2021-04-21T15:15:25-0400,True
150,7303082378,0,2016,ram,like new,8,gas,81471.0,automatic,4wd,full-size,pickup,white,va,39.1501,-78.269,2021-04-07T10:11:56-0400,False
151,7312792802,35590,2016,lexus,good,8,gas,56295.0,other,unlisted,unlisted,sedan,unlisted,ks,39.09,-94.58,2021-04-26T09:51:23-0500,False
152,7304620880,10495,2009,ford,unlisted,8,unlisted,165345.0,manual,rwd,unlisted,pickup,blue,ct,41.744669,-72.717654,2021-04-10T09:28:40-0400,False
153,7316745310,4350,1998,ford,good,6,gas,135090.0,automatic,rwd,unlisted,convertible,unlisted,ia,41.598065,-93.752518,2021-05-04T10:44:40-0500,False
154,7311470713,33990,2014,ford,good,8,diesel,136250.0,automatic,4wd,full-size,truck,white,wi,40.468785,-74.281707,2021-04-23T13:14:18-0500,False
155,7315540304,9500,2013,volkswagen,excellent,5,gas,102627.0,automatic,fwd,unlisted,sedan,grey,ca,32.5753,-117.0707,2021-05-01T15:20:32-0700,False
156,7306249102,3500,2004,nissan,good,6,gas,134600.0,automatic,fwd,mid-size,mini-van,brown,ca,35.7715,-119.2459,2021-04-13T10:36:55-0700,False
157,7304751218,10995,2014,chevrolet,unlisted,4,gas,65902.0,automatic,fwd,unlisted,hatchback,black,tn,36.541821,-82.234645,2021-04-10T13:12:23-0400,False
158,7313471745,1400,2004,pontiac,fair,6,gas,190000.0,automatic,fwd,mid-size,sedan,silver,oh,39.38475,-84.549458,2021-04-27T15:04:23-0400,False
159,7315390700,8999,2012,honda,good,4,gas,74460.0,automatic,fwd,compact,hatchback,grey,or,42.300559,-122.869059,2021-05-01T10:40:15-0700,True
160,7301948113,32000,2013,gmc,excellent,8,gas,95000.0,manual,4wd,unlisted,truck,black,al,33.8529,-86.8198,2021-04-05T03:23:44-0500,False
161,7316737577,30990,2018,ford,good,6,other,37724.0,other,unlisted,unlisted,sedan,black,tx,32.79,-96.76,2021-05-04T10:31:41-0500,False
162,7303593819,4500,2005,mini,good,4,gas,165000.0,automatic,fwd,compact,hatchback,white,oh,39.219851,-83.680792,2021-04-08T09:48:59-0400,False
163,7312072991,16999,2007,bmw,unlisted,6,gas,60913.0,automatic,rwd,unlisted,coupe,blue,tn,36.138022,-86.732261,2021-04-24T16:00:27-0500,True
164,7316935764,6995,1984,pontiac,like new,8,gas,136912.0,automatic,rwd,full-size,sedan,custom,tx,33.623814,-112.010345,2021-05-04T14:50:55-0600,True
165,7307504135,4999,2005,ford,excellent,4,gas,170358.0,manual,unlisted,unlisted,sedan,unlisted,ca,39.123441,-121.61144,2021-04-15T17:31:32-0700,False
166,7311942024,25990,2014,dodge,good,8,gas,37374.0,other,rwd,unlisted,coupe,white,tx,29.45,-98.5,2021-04-24T12:21:12-0500,False
167,7301601147,104999,2021,cadillac,excellent,8,gas,480.0,automatic,4wd,unlisted,SUV,unlisted,oh,41.038965,-81.575742,2021-04-04T07:30:23-0400,True
168,7316962175,5600,2015,chevrolet,unlisted,4,gas,114012.0,automatic,fwd,unlisted,unlisted,red,ia,41.6043,-93.5448,2021-05-04T16:40:28-0500,False
